Country,Code,Category,Year,GDP per capita (2015 US$),GNI per capita (2015 US$),"Services, value added per worker (2015 US$)","Industry, value added per worker (2015 US$)",Consumption expenditure per capita (2015 US$),Government expenditure on education (% of GDP),Literacy rate (% of population 15+),"Educational attainment, upper secondary (% of population 25+)","Educational attainment, Bachelor's (% of population 25+)","Educational attainment, Doctoral (% of population 25+)","CO2 emissions per $ of GDP (kg, 2015 US$)",CO2 emissions per capita (tons),Greenhouse gas emissions per capita (tons of CO2 equiv.),GDP per kg of oil equiv. of energy use (2017 PPP $),Renewable energy consumption (% of energy consumption)
Canada,CAN,economy,1962,,,,,13110.0,,,,,,,,,,
Canada,CAN,economy,1963,,,,,13427.0,,,,,,,,,,
Canada,CAN,economy,1964,,,,,13898.0,,,,,,,,,,
Canada,CAN,economy,1965,,,,,14401.0,,,,,,,,,,
Canada,CAN,economy,1966,,,,,14954.0,,,,,,,,,,
Canada,CAN,economy,1967,,,,,15400.0,,,,,,,,,,
Canada,CAN,economy,1968,,,,,15905.0,,,,,,,,,,
Canada,CAN,economy,1969,,,,,16451.0,,,,,,,,,,
Canada,CAN,economy,1970,,,,,16729.0,,,,,,,,,,
Canada,CAN,economy,1971,,,,,17055.0,,,,,,,,,,
Canada,CAN,economy,1972,,,,,17871.0,,,,,,,,,,
Canada,CAN,economy,1973,,,,,18752.0,,,,,,,,,,
Canada,CAN,economy,1974,,,,,19485.0,,,,,,,,,,
Canada,CAN,economy,1975,,,,,20096.0,,,,,,,,,,
Canada,CAN,economy,1976,,,,,20666.0,,,,,,,,,,
Canada,CAN,economy,1977,,,,,21083.0,,,,,,,,,,
Canada,CAN,economy,1978,,,,,21383.0,,,,,,,,,,
Canada,CAN,economy,1979,,,,,21589.0,,,,,,,,,,
Canada,CAN,economy,1980,,,,,21742.0,,,,,,,,,,
Canada,CAN,economy,1981,28224.0,27304.0,,,21763.0,,,,,,,,,,
Canada,CAN,economy,1982,27002.0,26088.0,,,21189.0,,,,,,,,,,
Canada,CAN,economy,1983,27432.0,26644.0,,,21416.0,,,,,,,,,,
Canada,CAN,economy,1984,28779.0,27912.0,,,21931.0,,,,,,,,,,
Canada,CAN,economy,1985,29869.0,28983.0,,,22738.0,,,,,,,,,,
Canada,CAN,economy,1986,30207.0,29230.0,,,23168.0,,,,,,,,,,
Canada,CAN,economy,1987,31026.0,30100.0,,,23591.0,,,,,,,,,,
Canada,CAN,economy,1988,31977.0,30971.0,,,24168.0,,,,,,,,,,
Canada,CAN,economy,1989,32136.0,31057.0,,,24486.0,,,,,,,,,,
Canada,CAN,economy,1990,31707.0,30597.0,,,24580.0,,,,,,,,,,
Canada,CAN,economy,1991,30663.0,29677.0,,,24250.0,,,,,,,,,,
Canada,CAN,economy,1992,30575.0,29515.0,,,24282.0,,,,,,,,,,
Canada,CAN,economy,1993,31045.0,30030.0,,,24316.0,,,,,,,,,,
Canada,CAN,economy,1994,32087.0,30983.0,,,24462.0,,,,,,,,,,
Canada,CAN,economy,1995,32612.0,31522.0,,,24530.0,,,,,,,,,,
Canada,CAN,economy,1996,32796.0,31733.0,,,24665.0,,,,,,,,,,
Canada,CAN,economy,1997,33861.0,32840.0,62093.0,84937.0,25255.0,,,,,,,,,,
Canada,CAN,economy,1998,34890.0,33766.0,63096.0,85005.0,25679.0,,,,,,,,,,
Canada,CAN,economy,1999,36394.0,35215.0,64256.0,87817.0,26357.0,,,,,,,,,,
Canada,CAN,economy,2000,37923.0,36948.0,65746.0,90503.0,27131.0,,,,,,,,,,
Canada,CAN,economy,2001,38185.0,37136.0,66156.0,89654.0,27553.0,,,,,,,,,,
Canada,CAN,economy,2002,38912.0,37962.0,67005.0,89444.0,28219.0,,,,,,,,,,
Canada,CAN,economy,2003,39258.0,38309.0,66527.0,89080.0,28743.0,,,,,,,,,,
Canada,CAN,economy,2004,40094.0,39232.0,67495.0,90223.0,29259.0,,,,,,,,,,
Canada,CAN,economy,2005,40990.0,40143.0,68612.0,93187.0,29904.0,,,,,,,,,,
Canada,CAN,economy,2006,41646.0,40975.0,69380.0,95058.0,30734.0,,,,,,,,,,
Canada,CAN,economy,2007,42098.0,41465.0,69192.0,95246.0,31616.0,,,,,,,,,,
Canada,CAN,economy,2008,42063.0,41423.0,68895.0,93306.0,32277.0,,,,,,,,,,
Canada,CAN,economy,2009,40369.0,39671.0,68551.0,90450.0,32159.0,,,,,,,,,,
Canada,CAN,economy,2010,41156.0,40326.0,69012.0,95783.0,32827.0,,,,,,,,,,
Canada,CAN,economy,2011,42038.0,41219.0,70118.0,98121.0,33162.0,,,,,,,,,,
Canada,CAN,economy,2012,42316.0,41545.0,70628.0,98362.0,33317.0,,,,,,,,,,
Canada,CAN,economy,2013,42846.0,42175.0,71029.0,100130.0,33523.0,,,,,,,,,,
Canada,CAN,economy,2014,43635.0,42913.0,72272.0,104570.0,33862.0,,,,,,,,,,
Canada,CAN,economy,2015,43596.0,42928.0,72581.0,104137.0,34304.0,,,,,,,,,,
Canada,CAN,economy,2016,43537.0,43007.0,72944.0,102962.0,34602.0,,,,,,,,,,
Canada,CAN,economy,2017,44325.0,43757.0,73334.0,105352.0,35306.0,,,,,,,,,,
Canada,CAN,economy,2018,44917.0,44147.0,74017.0,106962.0,35779.0,,,,,,,,,,
Canada,CAN,economy,2019,45113.0,44572.0,73930.0,106284.0,35756.0,,,,,,,,,,
Canada,CAN,economy,2020,42366.0,42038.0,,,33911.0,,,,,,,,,,
Canada,CAN,economy,2021,44235.0,43968.0,,,35533.0,,,,,,,,,,
Canada,CAN,economy,2022,44910.0,44438.0,,,36286.0,,,,,,,,,,
Canada,CAN,education,1960,,,,,,,,,,,,,,,
Canada,CAN,education,1961,,,,,,,,,,,,,,,
Canada,CAN,education,1962,,,,,,,,,,,,,,,
Canada,CAN,education,1963,,,,,,,,,,,,,,,
Canada,CAN,education,1964,,,,,,,,,,,,,,,
Canada,CAN,education,1965,,,,,,,,,,,,,,,
Canada,CAN,education,1966,,,,,,,,,,,,,,,
Canada,CAN,education,1967,,,,,,,,,,,,,,,
Canada,CAN,education,1968,,,,,,,,,,,,,,,
Canada,CAN,education,1969,,,,,,,,,,,,,,,
Canada,CAN,education,1970,,,,,,,,,,,,,,,
Canada,CAN,education,1971,,,,,,7.68,,,,,,,,,
Canada,CAN,education,1972,,,,,,7.59,,,,,,,,,
Canada,CAN,education,1973,,,,,,7.01,,,,,,,,,
Canada,CAN,education,1974,,,,,,6.67,,,,,,,,,
Canada,CAN,education,1975,,,,,,6.42,,,,,,,,,
Canada,CAN,education,1976,,,,,,6.7,,,,,,,,,
Canada,CAN,education,1977,,,,,,6.71,,,,,,,,,
Canada,CAN,education,1978,,,,,,7.07,,,,,,,,,
Canada,CAN,education,1979,,,,,,6.69,,,,,,,,,
Canada,CAN,education,1980,,,,,,6.46,,,,,,,,,
Canada,CAN,education,1981,,,,,,6.41,,,,,,,,,
Canada,CAN,education,1982,,,,,,6.5,,,,,,,,,
Canada,CAN,education,1983,,,,,,6.86,,,,,,,,,
Canada,CAN,education,1984,,,,,,6.62,,,,,,,,,
Canada,CAN,education,1985,,,,,,6.19,,,,,,,,,
Canada,CAN,education,1986,,,,,,6.02,,44.13,,,,,,,
Canada,CAN,education,1987,,,,,,6.3,,,,,,,,,
Canada,CAN,education,1988,,,,,,6.15,,,,,,,,,
Canada,CAN,education,1989,,,,,,6.07,,,,,,,,,
Canada,CAN,education,1990,,,,,,5.97,,,,,,,,,
Canada,CAN,education,1991,,,,,,6.86,,49.35,,,,,,,
Canada,CAN,education,1992,,,,,,6.75,,,,,,,,,
Canada,CAN,education,1993,,,,,,7.68,,,,,,,,,
Canada,CAN,education,1994,,,,,,6.66,,,,,,,,,
Canada,CAN,education,1995,,,,,,6.3,,,,,,,,,
Canada,CAN,education,1996,,,,,,,,,,,,,,,
Canada,CAN,education,1997,,,,,,,,,,,,,,,
Canada,CAN,education,1998,,,,,,5.49,,,,,,,,,
Canada,CAN,education,1999,,,,,,5.53,,,,,,,,,
Canada,CAN,education,2000,,,,,,5.42,,,,,,,,,
Canada,CAN,education,2001,,,,,,4.95,,67.75,,,,,,,
Canada,CAN,education,2002,,,,,,4.99,,,,,,,,,
Canada,CAN,education,2003,,,,,,,,,,,,,,,
Canada,CAN,education,2004,,,,,,,,,,,,,,,
Canada,CAN,education,2005,,,,,,4.77,,,,,,,,,
Canada,CAN,education,2006,,,,,,,,79.4,,,,,,,
Canada,CAN,education,2007,,,,,,4.77,,,,,,,,,
Canada,CAN,education,2008,,,,,,4.63,,,,,,,,,
Canada,CAN,education,2009,,,,,,4.84,,,,,,,,,
Canada,CAN,education,2010,,,,,,5.36,,,,,,,,,
Canada,CAN,education,2011,,,,,,5.26,,82.75,,,,,,,
Canada,CAN,education,2012,,,,,,4.69,,,,,,,,,
Canada,CAN,education,2013,,,,,,4.59,,,,,,,,,
Canada,CAN,education,2014,,,,,,4.84,,,,,,,,,
Canada,CAN,education,2015,,,,,,4.74,,,,,,,,,
Canada,CAN,education,2016,,,,,,4.82,,84.47,25.75,0.95,,,,,
Canada,CAN,education,2017,,,,,,4.96,,,,,,,,,
Canada,CAN,education,2018,,,,,,4.89,,,,,,,,,
Canada,CAN,education,2019,,,,,,4.77,,,,,,,,,
Canada,CAN,education,2020,,,,,,4.89,,,,,,,,,
Canada,CAN,education,2021,,,,,,4.59,,,,,,,,,
Canada,CAN,education,2022,,,,,,4.14,,,,,,,,,
Canada,CAN,environment,1960,,,,,,,,,,,,,,,
Canada,CAN,environment,1961,,,,,,,,,,,,,,,
Canada,CAN,environment,1962,,,,,,,,,,,,,,,
Canada,CAN,environment,1963,,,,,,,,,,,,,,,
Canada,CAN,environment,1964,,,,,,,,,,,,,,,
Canada,CAN,environment,1965,,,,,,,,,,,,,,,
Canada,CAN,environment,1966,,,,,,,,,,,,,,,
Canada,CAN,environment,1967,,,,,,,,,,,,,,,
Canada,CAN,environment,1968,,,,,,,,,,,,,,,
Canada,CAN,environment,1969,,,,,,,,,,,,,,,
Canada,CAN,environment,1970,,,,,,,,,,,,,,,
Canada,CAN,environment,1971,,,,,,,,,,,,,,,
Canada,CAN,environment,1972,,,,,,,,,,,,,,,
Canada,CAN,environment,1973,,,,,,,,,,,,,,,
Canada,CAN,environment,1974,,,,,,,,,,,,,,,
Canada,CAN,environment,1975,,,,,,,,,,,,,,,
Canada,CAN,environment,1976,,,,,,,,,,,,,,,
Canada,CAN,environment,1977,,,,,,,,,,,,,,,
Canada,CAN,environment,1978,,,,,,,,,,,,,,,
Canada,CAN,environment,1979,,,,,,,,,,,,,,,
Canada,CAN,environment,1980,,,,,,,,,,,,,,,
Canada,CAN,environment,1981,,,,,,,,,,,,,,,
Canada,CAN,environment,1982,,,,,,,,,,,,,,,
Canada,CAN,environment,1983,,,,,,,,,,,,,,,
Canada,CAN,environment,1984,,,,,,,,,,,,,,,
Canada,CAN,environment,1985,,,,,,,,,,,,,,,
Canada,CAN,environment,1986,,,,,,,,,,,,,,,
Canada,CAN,environment,1987,,,,,,,,,,,,,,,
Canada,CAN,environment,1988,,,,,,,,,,,,,,,
Canada,CAN,environment,1989,,,,,,,,,,,,,,,
Canada,CAN,environment,1990,,,,,,,,,,,0.48,15.15,19.61,4.53,22.53
Canada,CAN,environment,1991,,,,,,,,,,,0.48,14.74,19.22,4.45,22.67
Canada,CAN,environment,1992,,,,,,,,,,,0.49,15.03,19.5,4.38,22.38
Canada,CAN,environment,1993,,,,,,,,,,,0.47,14.71,19.15,4.36,22.26
Canada,CAN,environment,1994,,,,,,,,,,,0.47,15.06,19.57,4.4,22.13
Canada,CAN,environment,1995,,,,,,,,,,,0.47,15.29,19.88,4.45,22.39
Canada,CAN,environment,1996,,,,,,,,,,,0.48,15.59,20.28,4.44,22.02
Canada,CAN,environment,1997,,,,,,,,,,,0.47,15.94,20.56,4.58,21.78
Canada,CAN,environment,1998,,,,,,,,,,,0.46,16.08,20.67,4.78,21.98
Canada,CAN,environment,1999,,,,,,,,,,,0.45,16.26,20.67,4.89,22.18
Canada,CAN,environment,2000,,,,,,,,,,,0.44,16.76,21.12,5.0,22.04
Canada,CAN,environment,2001,,,,,,,,,,,0.43,16.33,20.64,5.17,21.53
Canada,CAN,environment,2002,,,,,,,,,,,0.43,16.72,21.09,5.31,21.77
Canada,CAN,environment,2003,,,,,,,,,,,0.44,17.21,21.57,5.13,21.18
Canada,CAN,environment,2004,,,,,,,,,,,0.42,16.79,21.28,5.17,21.58
Canada,CAN,environment,2005,,,,,,,,,,,0.42,17.03,21.51,5.31,21.26
Canada,CAN,environment,2006,,,,,,,,,,,0.4,16.6,20.96,5.51,21.18
Canada,CAN,environment,2007,,,,,,,,,,,0.41,17.38,21.78,5.59,21.26
Canada,CAN,environment,2008,,,,,,,,,,,0.39,16.56,20.81,5.6,21.3
Canada,CAN,environment,2009,,,,,,,,,,,0.38,15.5,19.53,5.64,21.94
Canada,CAN,environment,2010,,,,,,,,,,,0.38,15.79,19.81,5.76,21.13
Canada,CAN,environment,2011,,,,,,,,,,,0.38,16.0,20.1,5.79,21.17
Canada,CAN,environment,2012,,,,,,,,,,,0.37,15.74,19.89,5.96,21.44
Canada,CAN,environment,2013,,,,,,,,,,,0.37,15.84,20.03,6.03,21.84
Canada,CAN,environment,2014,,,,,,,,,,,0.36,15.85,20.05,6.02,21.83
Canada,CAN,environment,2015,,,,,,,,,,,0.36,15.65,19.85,6.23,21.83
Canada,CAN,environment,2016,,,,,,,,,,,0.35,15.42,19.64,,21.62
Canada,CAN,environment,2017,,,,,,,,,,,0.35,15.55,19.86,,22.35
Canada,CAN,environment,2018,,,,,,,,,,,0.35,15.64,20.03,,21.92
Canada,CAN,environment,2019,,,,,,,,,,,0.33,15.05,19.33,,22.47
Canada,CAN,environment,2020,,,,,,,,,,,0.32,13.6,17.83,,23.85
Canada,CAN,environment,2021,,,,,,,,,,,,,,,
Canada,CAN,environment,2022,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,1960,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,1961,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,1962,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,1963,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,1964,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,1965,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,1966,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,1967,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,1968,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,1969,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,1970,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,1971,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,1972,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,1973,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,1974,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,1975,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,1976,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,1977,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,1978,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,1979,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,1980,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,1981,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,1982,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,1983,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,1984,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,1985,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,1986,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,1987,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,1988,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,1989,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,1990,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,1991,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,1992,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,1993,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,1994,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,1995,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,1996,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,1997,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,1998,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,1999,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,2000,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,2001,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,2002,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,2003,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,2004,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,2005,,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,2006,96176.0,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,2007,96280.0,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,2008,93166.0,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,2009,84027.0,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,2010,79520.0,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,2011,78394.0,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,2012,77449.0,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,2013,76618.0,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,2014,76873.0,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,2015,77296.0,45854.0,,,,,,,,,,,,,
Cayman Islands,CYM,economy,2016,78077.0,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,2017,78883.0,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,2018,80598.0,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,2019,82171.0,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,2020,76610.0,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,2021,78731.0,,,,,,,,,,,,,,
Cayman Islands,CYM,economy,2022,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,1960,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,1961,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,1962,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,1963,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,1964,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,1965,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,1966,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,1967,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,1968,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,1969,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,1970,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,1971,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,1972,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,1973,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,1974,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,1975,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,1976,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,1977,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,1978,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,1979,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,1980,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,1981,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,1982,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,1983,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,1984,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,1985,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,1986,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,1987,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,1988,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,1989,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,1990,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,1991,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,1992,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,1993,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,1994,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,1995,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,1996,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,1997,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,1998,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,1999,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,2000,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,2001,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,2002,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,2003,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,2004,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,2005,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,2006,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,2007,,,,,,,98.87,73.56,,,,,,,
Cayman Islands,CYM,education,2008,,,,,,,,77.29,,,,,,,
Cayman Islands,CYM,education,2009,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,2010,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,2011,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,2012,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,2013,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,2014,,,,,,,,88.11,32.16,,,,,,
Cayman Islands,CYM,education,2015,,,,,,,,90.2,29.86,0.81,,,,,
Cayman Islands,CYM,education,2016,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,2017,,,,,,,98.87,,,,,,,,
Cayman Islands,CYM,education,2018,,,,,,2.32,,,,,,,,,
Cayman Islands,CYM,education,2019,,,,,,2.22,,,,,,,,,
Cayman Islands,CYM,education,2020,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,2021,,,,,,,,,,,,,,,
Cayman Islands,CYM,education,2022,,,,,,2.87,,,,,,,,,
Cayman Islands,CYM,environment,1960,,,,,,,,,,,,,,,
Cayman Islands,CYM,environment,1961,,,,,,,,,,,,,,,
Cayman Islands,CYM,environment,1962,,,,,,,,,,,,,,,
Cayman Islands,CYM,environment,1963,,,,,,,,,,,,,,,
Cayman Islands,CYM,environment,1964,,,,,,,,,,,,,,,
Cayman Islands,CYM,environment,1965,,,,,,,,,,,,,,,
Cayman Islands,CYM,environment,1966,,,,,,,,,,,,,,,
Cayman Islands,CYM,environment,1967,,,,,,,,,,,,,,,
Cayman Islands,CYM,environment,1968,,,,,,,,,,,,,,,
Cayman Islands,CYM,environment,1969,,,,,,,,,,,,,,,
Cayman Islands,CYM,environment,1970,,,,,,,,,,,,,,,
Cayman Islands,CYM,environment,1971,,,,,,,,,,,,,,,
Cayman Islands,CYM,environment,1972,,,,,,,,,,,,,,,
Cayman Islands,CYM,environment,1973,,,,,,,,,,,,,,,
Cayman Islands,CYM,environment,1974,,,,,,,,,,,,,,,
Cayman Islands,CYM,environment,1975,,,,,,,,,,,,,,,
Cayman Islands,CYM,environment,1976,,,,,,,,,,,,,,,
Cayman Islands,CYM,environment,1977,,,,,,,,,,,,,,,
Cayman Islands,CYM,environment,1978,,,,,,,,,,,,,,,
Cayman Islands,CYM,environment,1979,,,,,,,,,,,,,,,
Cayman Islands,CYM,environment,1980,,,,,,,,,,,,,,,
Cayman Islands,CYM,environment,1981,,,,,,,,,,,,,,,
Cayman Islands,CYM,environment,1982,,,,,,,,,,,,,,,
Cayman Islands,CYM,environment,1983,,,,,,,,,,,,,,,
Cayman Islands,CYM,environment,1984,,,,,,,,,,,,,,,
Cayman Islands,CYM,environment,1985,,,,,,,,,,,,,,,
Cayman Islands,CYM,environment,1986,,,,,,,,,,,,,,,
Cayman Islands,CYM,environment,1987,,,,,,,,,,,,,,,
Cayman Islands,CYM,environment,1988,,,,,,,,,,,,,,,
Cayman Islands,CYM,environment,1989,,,,,,,,,,,,,,,
Cayman Islands,CYM,environment,1990,,,,,,,,,,,,,,,0.01
Cayman Islands,CYM,environment,1991,,,,,,,,,,,,,,,0.01
Cayman Islands,CYM,environment,1992,,,,,,,,,,,,,,,0.01
Cayman Islands,CYM,environment,1993,,,,,,,,,,,,,,,0.01
Cayman Islands,CYM,environment,1994,,,,,,,,,,,,,,,0.01
Cayman Islands,CYM,environment,1995,,,,,,,,,,,,,,,0.01
Cayman Islands,CYM,environment,1996,,,,,,,,,,,,,,,0.01
Cayman Islands,CYM,environment,1997,,,,,,,,,,,,,,,0.01
Cayman Islands,CYM,environment,1998,,,,,,,,,,,,,,,0.01
Cayman Islands,CYM,environment,1999,,,,,,,,,,,,,,,0.01
Cayman Islands,CYM,environment,2000,,,,,,,,,,,,,,,0.01
Cayman Islands,CYM,environment,2001,,,,,,,,,,,,,,,0.01
Cayman Islands,CYM,environment,2002,,,,,,,,,,,,,,,0.01
Cayman Islands,CYM,environment,2003,,,,,,,,,,,,,,,0.01
Cayman Islands,CYM,environment,2004,,,,,,,,,,,,,,,0.01
Cayman Islands,CYM,environment,2005,,,,,,,,,,,,,,,0.01
Cayman Islands,CYM,environment,2006,,,,,,,,,,,,,,,0.01
Cayman Islands,CYM,environment,2007,,,,,,,,,,,,,,,0.01
Cayman Islands,CYM,environment,2008,,,,,,,,,,,,,,,0.01
Cayman Islands,CYM,environment,2009,,,,,,,,,,,,,,,0.01
Cayman Islands,CYM,environment,2010,,,,,,,,,,,,,,,0.01
Cayman Islands,CYM,environment,2011,,,,,,,,,,,,,,,0.02
Cayman Islands,CYM,environment,2012,,,,,,,,,,,,,,,0.01
Cayman Islands,CYM,environment,2013,,,,,,,,,,,,,,,0.01
Cayman Islands,CYM,environment,2014,,,,,,,,,,,,,,,0.01
Cayman Islands,CYM,environment,2015,,,,,,,,,,,,,,,0.01
Cayman Islands,CYM,environment,2016,,,,,,,,,,,,,,,0.01
Cayman Islands,CYM,environment,2017,,,,,,,,,,,,,,,0.01
Cayman Islands,CYM,environment,2018,,,,,,,,,,,,,,,0.01
Cayman Islands,CYM,environment,2019,,,,,,,,,,,,,,,0.01
Cayman Islands,CYM,environment,2020,,,,,,,,,,,,,,,0.01
Cayman Islands,CYM,environment,2021,,,,,,,,,,,,,,,0.01
Cayman Islands,CYM,environment,2022,,,,,,,,,,,,,,,
Central African Republic,CAF,economy,1960,584.0,,,,,,,,,,,,,,
Central African Republic,CAF,economy,1961,602.0,,,,,,,,,,,,,,
Central African Republic,CAF,economy,1962,569.0,,,,,,,,,,,,,,
Central African Republic,CAF,economy,1963,554.0,,,,,,,,,,,,,,
Central African Republic,CAF,economy,1964,554.0,,,,,,,,,,,,,,
Central African Republic,CAF,economy,1965,548.0,,,,,,,,,,,,,,
Central African Republic,CAF,economy,1966,540.0,,,,,,,,,,,,,,
Central African Republic,CAF,economy,1967,553.0,,,,,,,,,,,,,,
Central African Republic,CAF,economy,1968,548.0,,,,,,,,,,,,,,
Central African Republic,CAF,economy,1969,574.0,,,,,,,,,,,,,,
Central African Republic,CAF,economy,1970,574.0,,,,,,,,,,,,,,
Central African Republic,CAF,economy,1971,568.0,,,,,,,,,,,,,,
Central African Republic,CAF,economy,1972,557.0,,,,,,,,,,,,,,
Central African Republic,CAF,economy,1973,557.0,,,,,,,,,,,,,,
Central African Republic,CAF,economy,1974,581.0,,,,,,,,,,,,,,
Central African Republic,CAF,economy,1975,572.0,,,,,,,,,,,,,,
